0.0410720706 113.9764011662 0.0410720706 0.0410720706 0.0410720706 119.9086360500 0.0410720706 0.0410720706 0.0410720706 29.2381789956
0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 199.1277969171 0.0410720706 31.6544242833 40.3409950113
0.0410720706 43.5538964796 0.0410720706 0.0410720706 0.0410720706 93.8265988574 0.0410720706 0.0410720706 0.0410720706 117.7427208747
0.0410720706 0.0410720706 14.6554345660 0.0410720706 11.6843852853 78.3439889832 93.3240833148 9.1974682036 0.0410720706 0.0410720706
0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 66.0410720705 0.0410720706 0.0410720706 0.0410720706 0.0410720706
0.0410720706 0.0410720706 0.0410720706 58.4051941623 0.0410720706 0.0410720706 195.7537259626 166.9642960869 0.0410720706 0.0410720706
0.0410720706 26.7590321110 0.0410720706 11.8602301618 1.4494640065 0.0410720706 0.0410720706 1.6953385211 125.4412955524 0.0410720706
12.4626561743 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 42.6194879669 0.0410720706 0.0410720706
0.0410720706 4.9240707112 0.0410720706 0.0410720706 0.0410720706 0.0410720706 2.1580734300 0.0410720706 0.0410720706 0.0410720706
29.1075264292 0.0410720706 79.1028488949 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 7.9128408876 0.0410720706
25.0812708649 24.0008732763 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706
3.1586835279 0.0410720706 0.0410720706 0.0410720706 8.3664116702 71.9954493248 0.0410720706 0.0410720706 0.0410720706 5.6437437594
0.0410720706 0.0410720706 34.6171467594 0.0410720706 0.0410720706 28.2514261718 0.0410720706 102.2546432804 0.0410720706 0.0410720706
0.0410720706 0.0410720706 0.0410720706 0.0410720706 0.0410720706 7.5400658452 15.7100454272 4.8731049392 0.0410720706 0.0410720706
0.0410720706 0.0410720706 0.0410720706 0.0410720706 40.5821893678 0.0410720706 0.0410720706 0.0410720706 240.4999547734 0.0410720706
